,booking_id,booking_dt,release_dt,booking_charge_desc,booking_charge_txt,charge_release_dt,title_txt,cause_num,jurisdiction_cd,release_disposition_desc,post_flg,gender_desc,race_desc,hash_id,amer_indian_alaskan,asian_pacific_island,black,hispanic,unknown,white,female,male,place_of_birth,country_of_birth,born_in_us,time_detained,log_time_detained,admin_booking,release_to_imm,cancel_detainer,imm_hold,final_release_disp,charge_count,charge_topcount,category,type,seriousness,max_seriousness,max_charge_type,max_charge_desc,drug,other,property,public_order,sex,violent,felony,misdemeanor
66541,e5bce2d19a820bd0f5cadb833a6b22ace9823e5f,2017-03-11 11:19:00,2017-03-14 08:45:00,DWLS/DWLR,,2017-03-13 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: No Charges Filed",,PD1,No Charges Filed,N,MALE,WHITE,b8a3de9e1416fe26996d762cce417be43d53d24e,0,0,0,0,0,1,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,2.893055555555556,1.062313229250871,0,0,0,0,Probation/Parole Officer,1,1,misdemeanor,public_order,2.0,2.0,public_order,DWLS/DWLR,0,0,0,1,0,0,0,1
66571,e5df119222d74017f2b05f40ac58f3cad2d1b3b5,2016-10-11 14:48:00,2016-10-18 08:30:00,UPCS,,2016-10-18 08:30:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Drug Court",16-1-02512-1,SUP,Drug Court,N,FEMALE,BLACK,008e8b66f2202d0c2e7bf1d7a5b80a8bc7631d43,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,6.7375,1.9076889362351157,0,0,0,0,Drug Court,2,2,class C felony,drug,4.0,5.0,violent,ROBBERY 2,0,0,0,0,0,1,1,0
66576,e5e354feeacc82843ee2169bc7e395b05c7cc3f9,2017-12-27 05:23:00,2017-12-30 01:45:00,FUGITIVE,FTR SO,2017-12-28 15:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PR",17-1-04895-1,SUP,PR,N,MALE,WHITE,277d2a8252c6c66ab118e8cdc21fc6cb8b443112,0,0,0,0,0,1,0,1,MONTANA,UNITED STATES OF AMERICA,True,2.848611111111111,1.0468315460622797,0,0,0,0,Bail Bond,2,2,class C felony,sex,4.0,4.0,sex,FUGITIVE,0,0,0,0,1,0,1,0
66578,e5e396bfc00180e3fafcf0ffa213e6cb0f49d9bf,2017-02-03 15:31:00,2017-09-14 08:00:00,POSSESS STOLEN VEHICLE,,2017-09-14 08:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: WSI Chain",17-1-00552-7,SUP,WSI Chain,N,MALE,BLACK,ed4a8ced9562928a358cd412aef4d930a609c8d1,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,222.68680555555562,5.40576632489049,0,0,0,0,WSI Chain,4,4,class B felony,property,5.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
66588,e5e88dbd49b15844e1b6825610d9e92f7efd9ab4,2017-07-27 11:57:00,2017-10-12 10:30:00,DWLS/DWLR,,2017-07-28 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF Final",,UPM,NCF Final,N,MALE,WHITE,c0e3ac091f6c7dd02b7d21a175b58d49c80ed452,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,76.93958333333333,4.343020481834223,0,0,0,0,Police Department,3,3,misdemeanor,public_order,2.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
66598,e5f96557a8b9e1fe5ffddd8616f109c7ef389efd,2017-11-20 11:15:00,2017-11-20 12:05:00,ASLT 3,,2017-11-20 12:30:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Administrative Booking",17-1-04272-4,SUP,Administrative Booking,N,FEMALE,BLACK,bdb3610db6bd2dd4b696bda22fd8d259521da76c,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,0.034722222222222224,-3.3603753871419,1,0,0,0,Administrative Booking,1,1,class C felony,violent,4.0,4.0,violent,ASLT 3,0,0,0,0,0,1,1,0
66603,e5f9e14c655485d7a42a2d0ecdb6964a8dc01f5e,2017-12-07 07:46:00,2017-12-19 08:00:00,MANSLAUGHTER 2,,2017-12-19 08:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: WSI Chain",172062982,SUP,WSI Chain,N,MALE,WHITE,862ce9bea5149c88af76aaa0a355ed04d6391d7b,0,0,0,0,0,1,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,12.009722222222226,2.4857165069503293,0,0,0,0,WSI Chain,4,4,class B felony,violent,5.0,6.0,violent,MURDER 2,0,0,0,0,0,1,1,0
66652,e6255075ae751c1bd3b3d8f032ec34513a082f9f,2017-07-11 16:44:00,2017-07-18 05:00:00,DWLS/R 1ST/2ND,,2017-07-18 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",1ZC005177,PD1,Time Served,N,MALE,WHITE,e70d33299b474ca64297bc646dcc8f8feb6994d1,0,0,0,0,0,1,0,1,OREGON,UNITED STATES OF AMERICA,True,6.511111111111112,1.873510119246748,0,0,1,0,Time Served,3,3,gross misdemeanor,public_order,3.0,3.0,public_order,DWLS/R 1ST/2ND,0,0,0,1,0,0,0,1
66653,e6255075ae751c1bd3b3d8f032ec34513a082f9f,2017-07-11 16:44:00,2017-07-18 05:00:00,DWLS/R 1ST/2ND,,2017-07-12 17:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",1ZC003751,PD1,Court Order,N,MALE,WHITE,31320a5ac836de9967e0ae63b739b6b3871e83ef,0,0,0,0,0,1,0,1,OREGON,UNITED STATES OF AMERICA,True,6.511111111111112,1.873510119246748,0,0,1,0,Time Served,3,3,gross misdemeanor,public_order,3.0,3.0,public_order,DWLS/R 1ST/2ND,0,0,0,1,0,0,0,1
66661,e62b7221e6a6b2bf1d220f28dd8d5e1b5862aa84,2017-12-28 00:06:00,2017-12-29 13:49:00,ASSAULT 4 /DV,,2017-12-29 17:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF Final",,PD1,NCF Final,N,MALE,BLACK,7285abfcb7a50b83dbda3609c38953bd540906eb,0,0,1,0,0,0,0,1,MICHIGAN,UNITED STATES OF AMERICA,True,1.571527777777778,0.4520482530634911,0,0,0,0,NCF Final,0,0,class C felony,violent,4.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
66687,e656777f5c26800338846132a6bc137cc35f3326,2017-06-27 14:58:00,2017-07-18 08:00:00,UPCS W INTENT,,2017-07-18 08:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PDC",17-1-00319-2,SUP,PDC,N,FEMALE,WHITE,98f63c0800e9b63831b8e62d04eee14fba4854c8,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,20.709722222222226,3.0306032625808066,0,0,0,0,PDC,3,3,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
66693,e658193433fce95a7526b31329289bb109574126,2016-12-06 14:21:00,2016-12-22 12:10:00,DEST PROP /DV,,2016-12-22 11:26:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Credit for Time Served",D00041324,TACM,Credit for Time Served,N,MALE,HISPANIC,d81b4f69b7b254f3f173dedc0a5e28c54113892e,0,0,0,1,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,15.909027777777776,2.7668867328633016,0,0,0,0,Credit for Time Served,2,2,gross misdemeanor,public_order,3.0,4.0,violent,HARASS  /DV,0,0,0,0,0,1,1,0
66731,e67aa645c8b23078eef8c1cc055933fe375a1157,2017-03-30 10:07:00,2017-03-31 16:20:00,DWLS/DWLR,,2017-03-31 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",CR139026,TACM,Bail Bond,N,MALE,BLACK,9b108dec50d3195c0abcb50377dc4c51c7f7d1b8,0,0,1,0,0,0,0,1,ILLINOIS,UNITED STATES OF AMERICA,True,1.259027777777778,0.2303398181848048,0,0,0,0,Bail Bond,2,2,misdemeanor,public_order,2.0,3.0,public_order,DWI,0,0,0,1,0,0,0,1
66732,e67aa645c8b23078eef8c1cc055933fe375a1157,2017-03-30 10:07:00,2017-03-31 16:20:00,DWI,,2017-03-31 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",B254124,TACM,Bail Bond,N,MALE,BLACK,c535c817c975600453ac25a5bb165a98b5d61e93,0,0,1,0,0,0,0,1,ILLINOIS,UNITED STATES OF AMERICA,True,1.259027777777778,0.2303398181848048,0,0,0,0,Bail Bond,2,2,gross misdemeanor,public_order,3.0,3.0,public_order,DWI,0,0,0,1,0,0,0,1
66746,e681a2a8896526e027f31eddca8f35c0eca5a425,2017-10-24 13:50:00,2017-10-25 17:40:00,POSSESS STOLEN VEHICLE,,2017-10-25 20:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PR",17-1-03171-4,SUP,PR,N,FEMALE,WHITE,a66d8206a52598ee195606d003349f27f65c7fb4,0,0,0,0,0,1,1,0,UNKNOWN,UNKNOWN,False,1.1597222222222223,0.14818051284075456,0,0,0,0,PR,4,4,class B felony,property,5.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
66747,e681a2a8896526e027f31eddca8f35c0eca5a425,2017-10-24 13:50:00,2017-10-25 17:40:00,DRUG PARA,,2017-10-25 20:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PR",17-1-03171-4,SUP,PR,N,FEMALE,WHITE,c1e50f990451debd1e2a40b7db8702e32d973d38,0,0,0,0,0,1,1,0,UNKNOWN,UNKNOWN,False,1.1597222222222223,0.14818051284075456,0,0,0,0,PR,4,4,misdemeanor,drug,2.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
66751,e683d89f60171fa98ef998da84792c903c49e4d3,2017-03-28 08:06:00,2017-04-14 19:15:00,THEFT 3,,2017-04-14 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Dismissed",16-1-04375-7,SUP,Dismissed,N,FEMALE,WHITE,971008cb5c3c99333c7c8c4ced07a4851fbbf747,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,17.464583333333334,2.8601750207359213,0,0,0,0,Dismissed,2,2,gross misdemeanor,property,3.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
66791,e6a3fb9f48693d833fc1d0fcf246c15a8f3fd2d9,2017-05-02 07:47:00,2017-05-25 08:00:00,HOLD WSI,,2017-05-25 08:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: WSI Chain",,DOC,WSI Chain,N,MALE,WHITE,1a0d2b8dc55c5e8e587c535da78b4c8198d5842a,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,23.00902777777777,3.1358866509937307,0,0,0,0,WSI Chain,3,3,other,other,0.0,5.0,property,RES BURGLARY,0,0,1,0,0,0,1,0
66792,e6a4490e57a483dde1ae3dcfaf76d717ebbd0024,2018-07-19 14:32:00,2018-07-26 05:00:00,OBSTR PUB SERV,,2018-07-26 05:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Time Served",D00048666,TACM,Time Served,Y,MALE,WHITE,9291ffb70721f4368756e57bc442b7b5e26fbf4f,0,0,0,0,0,1,0,1,VIRGINIA,UNITED STATES OF AMERICA,True,6.602777777777778,1.8874904359100384,0,0,0,0,Time Served,1,1,misdemeanor,public_order,2.0,2.0,public_order,OBSTR PUB SERV,0,0,0,1,0,0,0,1
66813,e6b96c1a4cf19b1580b0263dd5d7b84fec65c612,2018-03-08 20:04:00,2018-05-30 11:45:00,IDENT THFT 2,,2018-05-30 10:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: WSI Chain",18-1-00927-0,SUP,WSI Chain,N,FEMALE,BLACK,12b65c3abc23b3052584ab9b8396940619356b54,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,82.65347222222222,4.414656834542753,0,0,0,0,WSI Chain,5,5,class C felony,public_order,4.0,5.0,property,BURGLARY 2,0,0,1,0,0,0,1,0
66817,e6bd9bfa47de69f867a73cb42c2d8b665548da68,2018-05-04 16:54:00,2018-05-07 18:55:00,UPCS,,2018-05-07 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",18-1-01224-6,SUP,Bail Bond,N,FEMALE,WHITE,f16eab2df7f841cd4ddb0274c188866e073e2cd1,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,3.0840277777777776,1.1262364627220558,0,0,0,0,Bail Bond,2,2,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
66831,e6c56ba45afcf48b0f0dfee91f28f2a21938389f,2016-08-23 15:30:00,2016-10-17 11:15:00,UPCS,ATTEMPTED,2016-09-28 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Credit for Time Served",16-1-03585-1,SUP,Credit for Time Served,N,FEMALE,WHITE,b4f411935cdc0141c258f53e1525c3ade5b18a10,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,54.82291666666666,4.004108293885944,0,0,0,0,Mini-Chain,4,4,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
66833,e6ce03b68b176439ffd800c79f0036f9bfd04bcf,2017-07-03 04:30:00,2017-08-22 07:50:00,ASLT 2 -DV,,2017-08-22 08:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: WSI Chain",17-1-02534-0,SUP,WSI Chain,N,MALE,WHITE,6ab9637c41d3c2feb84780c403c20de111373000,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,50.13888888888889,3.9147969323108707,0,0,0,0,WSI Chain,1,1,class B felony,violent,5.0,5.0,violent,ASLT 2 -DV,0,0,0,0,0,1,1,0
66838,e6d1086520b62dd755cd0e6b1570ede6efa0a8f1,2018-06-06 09:47:00,2018-06-08 21:20:00,FTR INJ ACC,,2018-06-08 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",18-1-02232-2,SUP,Bail Bond,N,MALE,WHITE,f961af5f17481fe132304d59d1e9fd0f96913916,0,0,0,0,0,1,0,1,RUSSIA,RUSSIA,False,2.48125,0.9087624654533636,0,0,0,0,Bail Bond,2,2,class C felony,public_order,4.0,4.0,public_order,FTR INJ ACC,0,0,0,1,0,0,1,0
66839,e6d1086520b62dd755cd0e6b1570ede6efa0a8f1,2018-06-06 09:47:00,2018-06-08 21:20:00,DWLS/DWLR,2ND,2018-06-08 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",18-1-02232-2,SUP,Bail Bond,N,MALE,WHITE,844837aa69d3d39641f41ed5ce95be316c0842cd,0,0,0,0,0,1,0,1,RUSSIA,RUSSIA,False,2.48125,0.9087624654533636,0,0,0,0,Bail Bond,2,2,misdemeanor,public_order,2.0,4.0,public_order,FTR INJ ACC,0,0,0,1,0,0,1,0
66840,e6d2afb843f2ba541b159d09d66a58b2c1ca46f9,2018-06-26 21:30:00,2018-06-28 13:30:00,ASLT 2,,2018-06-28 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PR",16-1-02502-3,SUP,PR,N,MALE,WHITE,84988df5e5b019e959013e2108dbf3f9cbdef85f,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.6666666666666667,0.5108256237659907,0,0,0,0,PR,1,1,class B felony,violent,5.0,5.0,violent,ASLT 2,0,0,0,0,0,1,1,0
66850,e6e396075d447527cfe5322eddcfcb9439584d3e,2016-10-11 20:13:00,2016-10-12 15:18:00,UPCS,,2016-10-12 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PR",16-1-02173-7,SUP,PR,N,MALE,WHITE,4af2e0e34bf239d5aaa51f4c77316e8b1a52c98f,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,0.7951388888888888,-0.22923847658170635,0,0,0,0,PR,2,2,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
66853,e6e6f144f666db2ff377ff4024f9b474f8eed49a,2017-05-22 03:37:00,2017-05-22 22:05:00,DWLS/DWLR,,2017-05-22 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",,TACM,Bail Bond,N,MALE,BLACK,6bc6643cdb0aa7d348131d5a96bb2d2726a857aa,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,0.7694444444444445,-0.2620865252628171,0,0,0,0,Bail Bond,0,0,misdemeanor,public_order,2.0,3.0,public_order,DWI,0,0,0,1,0,0,0,1
66857,e6e99388c65a77d438cbde0867c33ee4fc0c8982,2017-05-28 03:51:00,2017-06-10 08:35:00,DWLS/DWLR,3RD,2017-05-30 17:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",6Z1138310,PD1,Court Order,N,MALE,WHITE,8035c27e71e8292c874fc8d351338b82f9919c7d,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,13.197222222222226,2.5800063697367657,0,0,0,0,Time Served,4,4,misdemeanor,public_order,2.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
66931,e72343275da68cdfc2e150897bc5f58a889f2e3f,2018-02-10 21:12:00,2018-02-12 18:51:00,ANIMAL CRUELTY 1 (C),,2018-02-12 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",18-1-00575-4,SUP,Bail Bond,N,MALE,WHITE,923423bdcd8aa3c57899244b91fa5a9d9a3d269f,0,0,0,0,0,1,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,1.9020833333333331,0.6429497766930319,0,0,0,0,Bail Bond,1,1,class C felony,violent,4.0,4.0,violent,ANIMAL CRUELTY 1 (C),0,0,0,0,0,1,1,0
66932,e72b0fada1f46ddbd94b834278a1088b9f47b939,2016-10-04 18:24:00,2016-10-17 15:54:00,THEFT 3RD,,2016-10-17 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",B252987,TACM,Bail Bond,N,FEMALE,WHITE,77f461027dbbfb96dcb1e413dbdbc8fe616e900b,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,12.895833333333336,2.556904261776705,0,0,0,0,Bail Bond,2,2,gross misdemeanor,property,3.0,3.0,property,THEFT 3RD,0,0,1,0,0,0,0,1
66933,e72b0fada1f46ddbd94b834278a1088b9f47b939,2016-10-04 18:24:00,2016-10-17 15:54:00,THEFT 3RD,,2016-10-17 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",B253289,TACM,Bail Bond,N,FEMALE,WHITE,0ca31a802b7fa917b3f5e2c0096cf59323233199,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,12.895833333333336,2.556904261776705,0,0,0,0,Bail Bond,2,2,gross misdemeanor,property,3.0,3.0,property,THEFT 3RD,0,0,1,0,0,0,0,1
66939,e72d6ad1429a1580c0bdd5a884bccd01693182c8,2017-03-06 12:45:00,2017-05-18 12:50:00,AIM/DISCHARGE FIREARM,DV,2017-03-27 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Dismissed",17L0373,LKM,Dismissed,N,MALE,BLACK,1fee1381d243c90d4851467660d59f0a99c5b59b,0,0,1,0,0,0,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,73.00347222222223,4.290507004705203,0,0,0,0,Credit for Time Served,5,5,gross misdemeanor,violent,3.0,6.0,violent,ASLT 1,0,0,0,0,0,1,1,0
66969,e7546c92bd2b480b694c632351179c8cc5073193,2017-04-01 04:21:00,2017-04-03 19:20:00,TMVWOP 2,,2017-04-03 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,SUP,NCF Final,N,MALE,WHITE,ec4c9fcb9bdacc1ba2abf067e99a60f32c8f0346,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,2.6243055555555554,0.9648163107794426,0,0,0,0,NCF Final,0,0,class C felony,property,4.0,4.0,property,TMVWOP 2,0,0,1,0,0,0,1,0
67003,e75e76af31dd22682434020870760ac4ff5bb630,2017-08-22 10:02:00,2017-10-03 08:00:00,THEFT 2,,2017-10-03 08:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: WSI Chain",17-1-01623-5,SUP,WSI Chain,N,MALE,WHITE,834425d8c50ecfe59c9f2c153ec49fa020a2dfcf,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,41.915277777777774,3.735650385236602,0,0,0,0,WSI Chain,9,9,class C felony,property,4.0,5.0,violent,ASLT 2,0,0,0,0,0,1,1,0
67004,e75e76af31dd22682434020870760ac4ff5bb630,2017-08-22 10:02:00,2017-10-03 08:00:00,FALSE IDENTIFICAITON,,2017-10-03 08:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: WSI Chain",17-1-02140-9,SUP,WSI Chain,N,MALE,WHITE,42d68f09dcd9f3e29a5bf5e468df1c76293f09a2,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,41.915277777777774,3.735650385236602,0,0,0,0,WSI Chain,9,9,misdemeanor,public_order,2.0,5.0,violent,ASLT 2,0,0,0,0,0,1,1,0
67010,e77166d5d0d0ddbf90165f693e2eeb32d91e5004,2017-11-28 10:52:00,2017-11-28 11:45:00,DWLS/DWLR,,2017-11-28 12:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Administrative Booking",17-1-03775-5,SUP,Administrative Booking,N,FEMALE,WHITE,1188a9fec8857b3c1d33a6fa112da9cfd7f3958e,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,0.036805555555555564,-3.3021064790179246,1,0,0,0,Administrative Booking,2,2,misdemeanor,public_order,2.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
67011,e772e554ff523b47860661617396f4a404b0a8ee,2018-01-11 03:58:00,2018-01-12 16:06:00,DWI,,2018-01-12 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PR",8ZC000187,PD1,PR,N,MALE,WHITE,5cf514e1f5f4e09c29c9dd2094777944a1581050,0,0,0,0,0,1,0,1,ALABAMA,UNITED STATES OF AMERICA,True,1.5055555555555555,0.4091619699894905,0,0,0,0,PR,1,1,gross misdemeanor,public_order,3.0,3.0,public_order,DWI,0,0,0,1,0,0,0,1
67023,e77dd1e689e08cc13a93557b58ad610cd49f27dc,2018-07-08 00:07:00,2018-07-09 19:30:00,ASSAULT 4 /DV,,2018-07-09 19:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PR",8ZC002105,PD1,PR,N,FEMALE,WHITE,45067f41f8291ddff86b521ce0e3c8a9e36a2ee7,0,0,0,0,0,1,1,0,,,False,1.8076388888888888,0.5920215124245191,0,0,0,0,PR,1,1,class C felony,violent,4.0,5.0,violent,ASLT 2 -DV,0,0,0,0,0,1,1,0
67026,e77f2fd18bcd130f506b76241e8e16608679fd7f,2017-01-27 15:01:00,2017-01-28 05:00:00,DWI,,2017-01-28 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",6ZC002033,PD1,Time Served,Y,MALE,BLACK,d993a41b00e2756df2e40fc2e1f5d8c2262869d6,0,0,1,0,0,0,0,1,CALIFORNIA,UNITED STATES OF AMERICA,True,0.5826388888888889,-0.5401876861028401,0,0,0,0,Time Served,1,1,gross misdemeanor,public_order,3.0,3.0,public_order,DWI,0,0,0,1,0,0,0,1
67027,e78a3523e43c09c3f538847c981d3ceffd2a0696,2017-11-16 00:04:00,2017-11-20 17:55:00,UPCS,,2017-11-17 17:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PR",17-1-04424-7,SUP,PR,N,MALE,WHITE,d8581757121a3d438bb7214104d606f3ebaa63be,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,4.74375,1.5568279621618033,0,0,0,0,PR,4,4,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
67031,e78a3523e43c09c3f538847c981d3ceffd2a0696,2017-11-16 00:04:00,2017-11-20 17:55:00,ILL DRUG COND/PARA,,2017-11-17 17:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF Final",,SUP,NCF Final,N,MALE,WHITE,a23f7e715d04f7c4bfe952bc76b6c81d4afdfeae,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,4.74375,1.5568279621618033,0,0,0,0,PR,4,4,civil infraction,drug,1.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
67032,e78ccc163f361f734a70aff0b9a9b6f5113d9589,2017-02-20 17:35:00,2017-03-12 05:00:00,DWLS/DWLR,,2017-02-21 17:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Court Order",6Z0152704,PD1,Court Order,N,FEMALE,WHITE,d0ff72bea95041e1001b21caaa9b0d2afd7f31e4,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,19.475694444444443,2.9691672493723913,0,0,0,0,Court Order,1,1,misdemeanor,public_order,2.0,2.0,public_order,DWLS/DWLR,0,0,0,1,0,0,0,1
67039,e7949fad22b6525ae24a33b4aa4452ee727bc5ad,2017-06-15 15:42:00,2017-06-25 04:55:00,DWI,,2017-06-25 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Time Served",3ZC004085,PD1,Time Served,Y,MALE,BLACK,f01fcf0b9a6385b1cc26fcb781b9247c8e1288a5,0,0,1,0,0,0,0,1,FLORIDA,UNITED STATES OF AMERICA,True,9.550694444444442,2.2566138685446613,0,0,0,0,Time Served,1,1,gross misdemeanor,public_order,3.0,3.0,public_order,DWI,0,0,0,1,0,0,0,1
67054,e79c5cc0086641151dc7bb645fa821c4c99a595e,2018-07-28 17:21:00,2018-07-31 21:55:00,HIT/RUN ATT,,2018-07-31 23:59:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",18-1-02961-1,SUP,Bail Bond,N,MALE,BLACK,7dfcb7b9e14666f82340eee0b84a8ec19b2118c9,0,0,1,0,0,0,0,1,NEVADA,UNITED STATES OF AMERICA,True,3.1902777777777778,1.1601079906789973,0,0,0,0,Bail Bond,4,4,gross misdemeanor,public_order,3.0,4.0,public_order,FEL PUR/ELUDE,0,0,0,1,0,0,1,0
67061,e79e6edf6c6025d88516726363ac32fd45f5d499,2018-02-20 19:16:00,2018-02-21 18:06:00,ASLT 3,,2018-02-21 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF Dist",,SUP,NCF Dist,N,MALE,BLACK,5c213d16b983dce8da8aafd2fced8bad366f33e8,0,0,1,0,0,0,0,1,ILLINOIS,UNITED STATES OF AMERICA,True,0.9513888888888888,-0.04983237374787576,0,0,0,0,NCF Dist,0,0,class C felony,violent,4.0,4.0,violent,ASLT 3,0,0,0,0,0,1,1,0
